cycle,time,phi1,Ex1,Ey1
804160,4.0208e-06,6.248953e-01,5.522023e-01,2.586411e-01
804180,4.0209e-06,6.255502e-01,2.591094e-01,3.871335e-01
804200,4.021e-06,6.233400e-01,7.722304e-01,2.473131e-02
804220,4.0211e-06,6.295742e-01,5.019372e-01,1.480438e-01
804240,4.0212e-06,6.254187e-01,7.482076e-01,2.530723e-01
804260,4.0213e-06,6.300531e-01,5.819166e-01,1.723528e-01
804280,4.0214e-06,6.244858e-01,7.679418e-01,4.089957e-01
804300,4.0215e-06,6.307224e-01,6.196491e-01,4.011345e-01
804320,4.0216e-06,6.278567e-01,5.113043e-01,3.270432e-01
804340,4.0217e-06,6.297457e-01,3.926353e-01,4.189726e-01
804360,4.0218e-06,6.299724e-01,5.196269e-01,2.952550e-01
804380,4.0219e-06,6.249621e-01,7.008601e-01,6.062282e-02
804400,4.022e-06,6.327024e-01,6.676606e-01,5.188456e-01
804420,4.0221e-06,6.392320e-01,6.067586e-01,2.243059e-01
804440,4.0222e-06,6.295440e-01,5.906819e-01,2.249498e-01
804460,4.0223e-06,6.287937e-01,5.546001e-01,3.018108e-01
804480,4.0224e-06,6.332301e-01,5.370601e-01,2.405101e-01
804500,4.0225e-06,6.302732e-01,5.432906e-01,-9.644436e-02
804520,4.0226e-06,6.358686e-01,6.571605e-01,3.564352e-01
804540,4.0227e-06,6.281947e-01,5.680147e-01,1.266583e-01
804560,4.0228e-06,6.335970e-01,4.824193e-01,2.731191e-01
804580,4.0229e-06,6.378015e-01,3.920424e-01,2.116330e-01
804600,4.023e-06,6.302174e-01,4.412028e-01,2.340267e-01
804620,4.0231e-06,6.283361e-01,6.124572e-01,4.916530e-01
804640,4.0232e-06,6.283637e-01,5.867762e-01,3.955765e-01
804660,4.0233e-06,6.270232e-01,7.244054e-01,3.650495e-01
804680,4.0234e-06,6.285908e-01,4.773679e-01,1.780555e-01
804700,4.0235e-06,6.243364e-01,7.538275e-01,1.250371e-01
804720,4.0236e-06,6.355301e-01,6.285897e-01,1.460539e-01
804740,4.0237e-06,6.259297e-01,5.228299e-01,2.214778e-01
804760,4.0238e-06,6.159366e-01,5.305788e-01,3.551974e-01
804780,4.0239e-06,6.264123e-01,8.254186e-01,7.132379e-02
804800,4.024e-06,6.293735e-01,5.669743e-01,8.218246e-02
804820,4.0241e-06,6.192906e-01,6.054591e-01,3.262480e-01
804840,4.0242e-06,6.184906e-01,5.675487e-01,2.874355e-01
804860,4.0243e-06,6.381506e-01,4.545456e-01,9.493381e-02
804880,4.0244e-06,6.282440e-01,3.513239e-01,2.630046e-01
804900,4.0245e-06,6.172646e-01,6.064692e-01,2.236773e-01
804920,4.0246e-06,6.335360e-01,5.094563e-01,1.386795e-03
804940,4.0247e-06,6.321662e-01,4.299662e-01,9.415615e-02
804960,4.0248e-06,6.209810e-01,3.977721e-01,2.654977e-01
804980,4.0249e-06,6.239026e-01,4.489136e-01,1.823746e-01
805000,4.025e-06,6.298652e-01,4.406593e-01,2.014046e-01
805020,4.0251e-06,6.282746e-01,5.231280e-01,1.455981e-01
805040,4.0252e-06,6.279939e-01,3.438804e-01,3.049766e-01
805060,4.0253e-06,6.327914e-01,1.898435e-01,3.427253e-01
