i,j,rhs_decompose,sol_decompose,rhs_Ax,sol_Ax,rhs_Ay,sol_Ay
12,6,2.793918e+09,1.058999e+08,-1.294644e+00,6.502963e-04,9.727459e-01,2.540942e+14
13,6,3.590456e+11,8.965221e+07,-1.167105e+00,6.819168e-04,-2.977826e-03,2.540942e+14
14,6,8.310743e+11,7.214148e+07,-6.244118e-01,7.079074e-04,-9.100887e-01,2.540942e+14
15,6,2.892345e+11,6.227731e+07,-8.318311e-01,7.366970e-04,3.455810e-01,2.540942e+14
16,6,1.181247e+10,5.215063e+07,-1.122024e+00,7.638747e-04,6.467017e-01,2.540942e+14
17,6,4.505644e+06,3.876660e+07,-1.299622e+00,7.853851e-04,4.982767e-01,2.540942e+14
18,6,3.004307e+08,2.326425e+07,-1.416322e+00,7.998906e-04,3.521236e-01,2.540942e+14
19,6,7.997438e+09,6.370178e+06,-1.443064e+00,8.067950e-04,1.463628e-01,2.540942e+14
20,6,2.239907e+10,-1.084162e+07,-1.353769e+00,8.066312e-04,-7.892392e-02,2.540942e+14
21,6,1.281706e+10,-2.698926e+07,-1.356414e+00,8.025681e-04,-2.105919e-02,2.540942e+14
22,6,5.635151e+10,-4.316609e+07,-1.378059e+00,7.944982e-04,-4.873566e-02,2.540942e+14
23,6,1.841655e+11,-5.957211e+07,-1.204384e+00,7.809261e-04,-3.307796e-01,2.540942e+14
24,6,9.613431e+10,-7.389576e+07,-1.181077e+00,7.644422e-04,-1.458868e-01,2.540942e+14
25,6,5.580101e+09,-8.797560e+07,-1.272966e+00,7.449770e-04,-1.179512e-03,2.540942e+14
26,6,3.067276e+08,-1.031599e+08,-1.306501e+00,7.205943e-04,-1.175079e-01,2.540942e+14
27,6,1.529059e+09,-1.187444e+08,-1.238476e+00,6.905987e-04,-3.224114e-01,2.540942e+14
28,6,1.124817e+09,-1.335175e+08,-1.108715e+00,6.560349e-04,-4.764610e-01,2.540942e+14
29,6,1.075073e+08,-1.467427e+08,-9.909964e-01,6.182153e-04,-5.189236e-01,2.540942e+14
30,6,1.296580e+05,-1.585636e+08,-8.638322e-01,5.776251e-04,-5.680814e-01,2.540942e+14
31,6,7.725952e+01,-1.688677e+08,-7.325739e-01,5.354319e-04,-5.956688e-01,2.540942e+14
32,6,7.725952e+01,-1.776062e+08,-6.057432e-01,4.931025e-04,-5.979961e-01,2.540942e+14
33,6,7.725952e+01,-1.848317e+08,-4.888127e-01,4.521084e-04,-5.808556e-01,2.540942e+14
34,6,7.725952e+01,-1.906624e+08,-3.849003e-01,4.137734e-04,-5.506933e-01,2.540942e+14
35,6,7.725952e+01,-1.952536e+08,-2.945593e-01,3.791856e-04,-5.147128e-01,2.540942e+14
36,6,7.725952e+01,-1.987672e+08,-2.163416e-01,3.492070e-04,-4.792066e-01,2.540942e+14
37,6,7.725952e+01,-2.013479e+08,-1.477541e-01,3.245572e-04,-4.485675e-01,2.540942e+14
38,6,7.725952e+01,-2.031103e+08,-8.597844e-02,3.059228e-04,-4.254097e-01,2.540942e+14
39,6,7.725952e+01,-2.041359e+08,-2.821858e-02,2.940680e-04,-4.111061e-01,2.540942e+14
40,6,7.725952e+01,-2.044725e+08,-5.575166e-09,2.899391e-04,-4.062799e-01,2.540942e+14
0,7,7.725952e+01,1.593762e+08,-1.737902e-02,2.434615e-04,3.557483e-01,2.540942e+14
1,7,7.725952e+01,1.591689e+08,-5.291490e-02,2.466191e-04,3.597703e-01,2.540942e+14
2,7,7.725952e+01,1.585377e+08,-9.083782e-02,2.553312e-04,3.718343e-01,2.540942e+14
3,7,7.725952e+01,1.574542e+08,-1.329029e-01,2.690001e-04,3.918784e-01,2.540942e+14
4,7,7.725952e+01,1.558688e+08,-1.810268e-01,2.871228e-04,4.195718e-01,2.540942e+14
5,7,7.725952e+01,1.537095e+08,-2.370138e-01,3.092128e-04,4.537939e-01,2.540942e+14
6,7,9.638626e+03,1.508823e+08,-3.012875e-01,3.346984e-04,4.913990e-01,2.540942e+14
7,7,4.111188e+07,1.472884e+08,-3.684121e-01,3.627935e-04,5.243788e-01,2.540942e+14
8,7,1.509654e+09,1.428943e+08,-4.158766e-01,3.924457e-04,5.370483e-01,2.540942e+14
9,7,5.203941e+09,1.379381e+08,-4.445020e-01,4.228838e-04,5.740752e-01,2.540942e+14
10,7,3.497116e+09,1.326426e+08,-5.130507e-01,4.541728e-04,7.244236e-01,2.540942e+14
11,7,1.913106e+09,1.265250e+08,-6.754984e-01,4.861849e-04,9.913837e-01,2.540942e+14
12,7,-4.345893e+10,1.184005e+08,-8.986422e-01,5.172740e-04,1.195890e+00,2.540942e+14
13,7,-1.196542e+11,1.054246e+08,-8.342662e-01,5.445706e-04,-6.735378e-02,2.540942e+14
14,7,-7.697342e+09,8.792315e+07,-8.912434e-01,5.710620e-04,-8.531115e-01,2.540942e+14
15,7,8.111242e+10,7.303441e+07,-1.090004e+00,5.965728e-04,5.443417e-01,2.540942e+14
16,7,1.306100e+10,5.971944e+07,-1.280978e+00,6.178042e-04,8.376760e-01,2.540942e+14
17,7,4.879547e+08,4.443934e+07,-1.445203e+00,6.327334e-04,6.625013e-01,2.540942e+14
18,7,8.199853e+09,2.720079e+07,-1.610217e+00,6.412577e-04,5.171378e-01,2.540942e+14
19,7,1.775438e+11,8.043837e+06,-1.653360e+00,6.433622e-04,1.895053e-01,2.540942e+14
20,7,4.902286e+11,-1.149299e+07,-1.315034e+00,6.389792e-04,-4.172496e-01,2.540942e+14
21,7,2.973753e+11,-2.719248e+07,-1.294421e+00,6.337689e-04,-4.167233e-02,2.540942e+14
22,7,2.231403e+11,-4.260288e+07,-1.408259e+00,6.271909e-04,6.510296e-02,2.540942e+14
23,7,4.343029e+11,-5.907211e+07,-1.234968e+00,6.162872e-04,-5.040715e-01,2.540942e+14
24,7,2.123198e+11,-7.340384e+07,-1.238948e+00,6.029703e-04,-1.419068e-01,2.540942e+14
25,7,1.859051e+10,-8.810870e+07,-1.398774e+00,5.870769e-04,1.586468e-01,2.540942e+14
26,7,2.405243e+10,-1.048247e+08,-1.485862e+00,5.669458e-04,-3.041985e-02,2.540942e+14
27,7,1.096764e+11,-1.228228e+08,-1.353365e+00,5.421619e-04,-4.549081e-01,2.540942e+14
28,7,9.612548e+10,-1.394437e+08,-1.142303e+00,5.146026e-04,-6.875234e-01,2.540942e+14
29,7,1.333444e+10,-1.532008e+08,-1.040143e+00,4.849485e-04,-6.210838e-01,2.540942e+14
30,7,6.937748e+08,-1.656108e+08,-8.914189e-01,4.521192e-04,-7.168050e-01,2.540942e+14
31,7,6.413811e+07,-1.762440e+08,-7.349011e-01,4.173931e-04,-7.521866e-01,2.540942e+14
32,7,1.292925e+05,-1.850102e+08,-5.886027e-01,3.823176e-04,-7.442946e-01,2.540942e+14
33,7,7.725952e+01,-1.920312e+08,-4.586505e-01,3.483741e-04,-7.108078e-01,2.540942e+14
34,7,7.725952e+01,-1.975022e+08,-3.489197e-01,3.168509e-04,-6.604241e-01,2.540942e+14
35,7,7.725952e+01,-2.016642e+08,-2.590531e-01,2.886987e-04,-6.045794e-01,2.540942e+14
36,7,7.725952e+01,-2.047543e+08,-1.857025e-01,2.645560e-04,-5.525572e-01,2.540942e+14
37,7,7.725952e+01,-2.069694e+08,-1.245963e-01,2.448837e-04,-5.096737e-01,2.540942e+14
38,7,7.725952e+01,-2.084556e+08,-7.167483e-02,2.301081e-04,-4.783312e-01,2.540942e+14
39,7,7.725952e+01,-2.093106e+08,-2.339237e-02,2.207410e-04,-4.593886e-01,2.540942e+14
40,7,7.725952e+01,-2.095896e+08,-5.575166e-09,2.174822e-04,-4.530647e-01,2.540942e+14
0,8,7.725952e+01,1.633488e+08,-1.335701e-02,1.706735e-04,3.824623e-01,2.540942e+14
1,8,7.725952e+01,1.631895e+08,-4.085087e-02,1.729999e-04,3.872642e-01,2.540942e+14
2,8,7.725952e+01,1.627022e+08,-7.079371e-02,1.794129e-04,4.017771e-01,2.540942e+14
3,8,7.725952e+01,1.618577e+08,-1.052095e-01,1.895014e-04,4.262942e-01,2.540942e+14
4,8,7.725952e+01,1.606028e+08,-1.468047e-01,2.029530e-04,4.611670e-01,2.540942e+14
5,8,7.725952e+01,1.588516e+08,-1.994087e-01,2.194911e-04,5.063980e-01,2.540942e+14
6,8,1.157202e+06,1.564730e+08,-2.682569e-01,2.387758e-04,5.602472e-01,2.540942e+14
7,8,2.347064e+09,1.532732e+08,-3.569213e-01,2.602001e-04,6.130432e-01,2.540942e+14
8,8,4.386916e+10,1.490631e+08,-4.165076e-01,2.824822e-04,5.966346e-01,2.540942e+14
9,8,1.042103e+11,1.446429e+08,-3.698869e-01,3.040664e-04,5.274544e-01,2.540942e+14
10,8,7.257903e+10,1.411046e+08,-3.129825e-01,3.249087e-04,6.675192e-01,2.540942e+14
11,8,1.023521e+11,1.381974e+08,-3.268372e-01,3.454628e-04,1.005238e+00,2.540942e+14
12,8,-1.541014e+11,1.346660e+08,-3.057159e-01,3.655784e-04,1.174768e+00,2.540942e+14
13,8,-1.309132e+11,1.227310e+08,-2.262076e-01,3.871728e-04,-1.468621e-01,2.540942e+14
14,8,5.458638e+11,1.008997e+08,-8.526107e-01,4.129162e-04,-2.267084e-01,2.540942e+14
15,8,3.438165e+11,8.424555e+07,-1.245124e+00,4.334777e-04,9.368550e-01,2.540942e+14
16,8,9.070480e+10,6.957990e+07,-1.472542e+00,4.460116e-04,1.065094e+00,2.540942e+14
17,8,4.945725e+10,5.208273e+07,-1.575894e+00,4.503565e-04,7.658535e-01,2.540942e+14
18,8,4.944195e+10,3.326073e+07,-1.590259e+00,4.487890e-04,5.315024e-01,2.540942e+14
19,8,2.802761e+11,1.453596e+07,-1.608211e+00,4.450830e-04,2.074570e-01,2.540942e+14
20,8,6.717503e+11,-3.725961e+06,-1.339060e+00,4.392787e-04,-6.864007e-01,2.540942e+14
21,8,5.537457e+11,-2.025042e+07,-1.264457e+00,4.339768e-04,-1.162754e-01,2.540942e+14
22,8,2.037883e+11,-3.540234e+07,-1.257658e+00,4.290026e-04,5.830390e-02,2.540942e+14
23,8,-1.503228e+11,-4.985203e+07,-1.467811e+00,4.231873e-04,-2.939184e-01,2.540942e+14
24,8,1.314707e+10,-6.723080e+07,-1.493800e+00,4.131012e-04,-1.159181e-01,2.540942e+14
25,8,1.373351e+11,-8.576593e+07,-1.427173e+00,3.984455e-04,9.202074e-02,2.540942e+14
26,8,1.150274e+11,-1.046059e+08,-1.300296e+00,3.808035e-04,-1.572973e-01,2.540942e+14
27,8,4.131459e+11,-1.255367e+08,-1.024895e+00,3.626664e-04,-7.303094e-01,2.540942e+14
28,8,5.789391e+11,-1.458307e+08,-1.061877e+00,3.467075e-04,-6.505412e-01,2.540942e+14
29,8,1.682111e+11,-1.606727e+08,-1.133821e+00,3.288532e-04,-5.491392e-01,2.540942e+14
30,8,5.627528e+10,-1.744175e+08,-9.230945e-01,3.062247e-04,-9.275321e-01,2.540942e+14
31,8,7.669565e+09,-1.854856e+08,-7.270104e-01,2.813311e-04,-9.482706e-01,2.540942e+14
32,8,7.487637e+07,-1.941593e+08,-5.551161e-01,2.556854e-04,-9.161889e-01,2.540942e+14
33,8,2.712868e+02,-2.007809e+08,-4.082669e-01,2.307531e-04,-8.576570e-01,2.540942e+14
34,8,7.725952e+01,-2.056508e+08,-2.930751e-01,2.078345e-04,-7.756159e-01,2.540942e+14
35,8,7.725952e+01,-2.091468e+08,-2.070308e-01,1.877260e-04,-6.906238e-01,2.540942e+14
36,8,7.725952e+01,-2.116163e+08,-1.428190e-01,1.707922e-04,-6.167690e-01,2.540942e+14
37,8,7.725952e+01,-2.133199e+08,-9.325390e-02,1.571984e-04,-5.592388e-01,2.540942e+14
38,8,7.725952e+01,-2.144323e+08,-5.273218e-02,1.470930e-04,-5.188529e-01,2.540942e+14
39,8,7.725952e+01,-2.150613e+08,-1.706843e-02,1.407209e-04,-4.950523e-01,2.540942e+14
40,8,7.725952e+01,-2.152649e+08,-5.575166e-09,1.385077e-04,-4.872015e-01,2.540942e+14
0,9,7.725952e+01,1.676401e+08,-8.555162e-03,9.289879e-05,3.995726e-01,2.540942e+14
1,9,7.725952e+01,1.675380e+08,-2.633786e-02,9.427281e-05,4.050469e-01,2.540942e+14
2,9,7.725952e+01,1.672238e+08,-4.627666e-02,9.804916e-05,4.217159e-01,2.540942e+14
3,9,7.725952e+01,1.666718e+08,-7.033672e-02,1.040094e-04,4.503543e-01,2.540942e+14
4,9,7.725952e+01,1.658328e+08,-1.015737e-01,1.120266e-04,4.924039e-01,2.540942e+14
5,9,7.725952e+01,1.646212e+08,-1.455595e-01,1.220374e-04,5.503838e-01,2.540942e+14
6,9,6.427954e+06,1.628849e+08,-2.144727e-01,1.340074e-04,6.291603e-01,2.540942e+14
7,9,1.103261e+10,1.603268e+08,-3.396512e-01,1.478258e-04,7.382218e-01,2.540942e+14
8,9,1.378883e+11,1.565388e+08,-5.458964e-01,1.628037e-04,8.028798e-01,2.540942e+14
9,9,2.145457e+11,1.530712e+08,-6.582989e-01,1.767438e-04,6.398569e-01,2.540942e+14
10,9,3.182893e+11,1.507500e+08,-6.214551e-01,1.881082e-04,6.306754e-01,2.540942e+14
11,9,1.635995e+11,1.530527e+08,-4.660734e-01,1.970083e-04,8.498567e-01,2.540942e+14
12,9,-4.581063e+11,1.554827e+08,-5.585805e-02,2.047609e-04,7.645530e-01,2.540942e+14
13,9,-8.291628e+11,1.466611e+08,-5.524570e-01,2.199709e-04,3.497368e-01,2.540942e+14
14,9,2.657268e+11,1.223457e+08,-1.587287e+00,2.386370e-04,8.081214e-01,2.540942e+14
15,9,4.886827e+11,1.020636e+08,-1.796997e+00,2.472822e-04,1.146565e+00,2.540942e+14
16,9,1.070354e+11,8.453947e+07,-1.809568e+00,2.455944e-04,1.077665e+00,2.540942e+14
17,9,2.053738e+11,6.228738e+07,-1.524161e+00,2.344948e-04,4.804467e-01,2.540942e+14
18,9,3.562747e+11,4.045948e+07,-8.583289e-01,2.187023e-04,-1.343298e-01,2.540942e+14
19,9,1.148064e+10,2.757215e+07,-6.759420e-01,2.086968e-04,2.507012e-02,2.540942e+14
20,9,-8.467222e+11,1.909736e+07,-1.156102e+00,2.055992e-04,-2.062406e-01,2.540942e+14
21,9,-2.884502e+11,-8.372699e+05,-1.178892e+00,2.022457e-04,-9.348544e-02,2.540942e+14
22,9,1.971841e+11,-2.380930e+07,-1.182741e+00,2.002141e-04,6.215264e-02,2.540942e+14
23,9,7.676347e+10,-4.146096e+07,-1.260405e+00,1.976629e-04,-2.162548e-01,2.540942e+14
24,9,2.856922e+11,-5.957271e+07,-1.201766e+00,1.904568e-04,-1.745567e-01,2.540942e+14
25,9,1.893465e+11,-7.968494e+07,-8.578965e-01,1.771208e-04,-2.518487e-01,2.540942e+14
26,9,-3.192627e+10,-9.942070e+07,-3.820803e-01,1.626489e-04,-6.331136e-01,2.540942e+14
27,9,-1.954416e+11,-1.185586e+08,-5.109414e-01,1.553704e-04,-6.014482e-01,2.540942e+14
28,9,4.597089e+11,-1.431960e+08,-1.218181e+00,1.541609e-04,5.669875e-02,2.540942e+14
29,9,5.359780e+11,-1.650366e+08,-1.267109e+00,1.491865e-04,-5.002118e-01,2.540942e+14
30,9,4.806796e+11,-1.844938e+08,-9.163883e-01,1.395179e-04,-1.278253e+00,2.540942e+14
31,9,1.080473e+11,-1.969301e+08,-7.001563e-01,1.278459e-04,-1.164503e+00,2.540942e+14
32,9,3.719250e+09,-2.053585e+08,-4.966014e-01,1.144621e-04,-1.119744e+00,2.540942e+14
33,9,3.907380e+06,-2.112822e+08,-3.262257e-01,1.009118e-04,-1.028033e+00,2.540942e+14
34,9,7.726138e+01,-2.151736e+08,-2.080829e-01,8.868113e-05,-8.937588e-01,2.540942e+14
35,9,7.725952e+01,-2.176556e+08,-1.331760e-01,7.840289e-05,-7.655306e-01,2.540942e+14
36,9,7.725952e+01,-2.192442e+08,-8.528884e-02,7.011776e-05,-6.646561e-01,2.540942e+14
37,9,7.725952e+01,-2.202616e+08,-5.286807e-02,6.369362e-05,-5.916595e-01,2.540942e+14
38,9,7.725952e+01,-2.208922e+08,-2.893158e-02,5.902614e-05,-5.427894e-01,2.540942e+14
39,9,7.725952e+01,-2.212373e+08,-9.217580e-03,5.611531e-05,-5.147663e-01,2.540942e+14
40,9,7.725952e+01,-2.213473e+08,-5.575166e-09,5.510694e-05,-5.056366e-01,2.540942e+14
0,10,7.725952e+01,1.721354e+08,-3.080930e-03,1.216218e-05,4.057344e-01,2.540942e+14
1,10,7.725952e+01,1.720987e+08,-9.668741e-03,1.248492e-05,4.116347e-01,2.540942e+14
2,10,7.725952e+01,1.719833e+08,-1.763833e-02,1.334464e-05,4.296855e-01,2.540942e+14
3,10,7.725952e+01,1.717729e+08,-2.828707e-02,1.470198e-05,4.610030e-01,2.540942e+14
4,10,7.725952e+01,1.714355e+08,-4.359379e-02,1.656714e-05,5.077106e-01,2.540942e+14
5,10,7.725952e+01,1.709155e+08,-6.678304e-02,1.898576e-05,5.735731e-01,2.540942e+14
6,10,5.238578e+06,1.701189e+08,-1.033583e-01,2.202861e-05,6.657356e-01,2.540942e+14
7,10,7.914187e+09,1.688861e+08,-1.642942e-01,2.580091e-05,7.991576e-01,2.540942e+14
8,10,5.474648e+10,1.671411e+08,-3.248342e-01,3.051576e-05,9.634197e-01,2.540942e+14
9,10,4.523667e+10,1.657169e+08,-6.383827e-01,3.553935e-05,9.534054e-01,2.540942e+14
10,10,6.242830e+11,1.637287e+08,-8.176271e-01,3.823559e-05,8.099199e-01,2.540942e+14
11,10,-1.190695e+11,1.718706e+08,-8.737090e-01,3.804931e-05,9.059385e-01,2.540942e+14
12,10,-5.877057e+11,1.760983e+08,-6.877818e-01,3.508960e-05,5.786259e-01,2.540942e+14
13,10,-1.205849e+11,1.653557e+08,-1.132126e+00,3.550165e-05,7.940806e-01,2.540942e+14
14,10,-3.529212e+10,1.464015e+08,-1.587539e+00,3.469645e-05,1.263535e+00,2.540942e+14
15,10,-4.097628e+11,1.293408e+08,-1.703676e+00,2.649455e-05,1.262702e+00,2.540942e+14
16,10,-3.256098e+11,1.069029e+08,-1.307313e+00,9.349957e-06,6.813021e-01,2.540942e+14
17,10,9.535816e+08,7.720220e+07,-4.511554e-01,-1.477813e-05,-3.757107e-01,2.540942e+14
18,10,9.654153e+11,4.762451e+07,5.035072e-01,-3.862964e-05,-1.088992e+00,2.540942e+14
19,10,4.864646e+11,3.648282e+07,5.414898e-01,-5.149586e-05,-1.291249e-02,2.540942e+14
20,10,-6.966080e+11,3.221246e+07,3.629203e-01,-5.672699e-05,-2.767110e-02,2.540942e+14
21,10,-4.379238e+11,1.440203e+07,5.291629e-01,-6.027962e-05,-2.597281e-01,2.540942e+14
22,10,6.483255e+11,-1.260703e+07,-8.025226e-02,-5.762353e-05,6.715678e-01,2.540942e+14
23,10,3.224506e+11,-3.069071e+07,-6.668069e-01,-5.471655e-05,3.702999e-01,2.540942e+14
24,10,-6.849450e+11,-4.277185e+07,-1.009915e+00,-5.610201e-05,1.685509e-01,2.540942e+14
25,10,-2.129664e+10,-6.924673e+07,-6.854951e-01,-6.451517e-05,-5.762681e-01,2.540942e+14
26,10,3.554068e+11,-9.563148e+07,-2.864431e-01,-7.225102e-05,-1.032166e+00,2.540942e+14
27,10,-4.631294e+11,-1.109671e+08,-5.115300e-01,-7.076831e-05,-3.763613e-01,2.540942e+14
28,10,-5.221143e+11,-1.318656e+08,-5.297230e-01,-6.507526e-05,7.489175e-02,2.540942e+14
29,10,4.652925e+10,-1.583844e+08,-4.393396e-01,-5.746371e-05,-5.905951e-01,2.540942e+14
30,10,1.046700e+12,-1.895739e+08,-6.190944e-01,-4.809512e-05,-1.098498e+00,2.540942e+14
31,10,6.218602e+11,-2.096815e+08,-6.471013e-01,-4.143130e-05,-1.136496e+00,2.540942e+14
32,10,7.083145e+10,-2.189693e+08,-4.004917e-01,-3.900994e-05,-1.366353e+00,2.540942e+14
33,10,3.852184e+09,-2.238159e+08,-1.918938e-01,-3.840466e-05,-1.236631e+00,2.540942e+14
34,10,1.687964e+08,-2.261055e+08,-7.985355e-02,-3.762679e-05,-1.005799e+00,2.540942e+14
35,10,9.843764e+05,-2.270581e+08,-3.230142e-02,-3.624276e-05,-8.130828e-01,2.540942e+14
36,10,7.725952e+01,-2.274434e+08,-1.229228e-02,-3.454986e-05,-6.846652e-01,2.540942e+14
37,10,7.725952e+01,-2.275900e+08,-3.997956e-03,-3.288959e-05,-5.999539e-01,2.540942e+14
38,10,7.725952e+01,-2.276377e+08,-9.084987e-04,-3.152064e-05,-5.458789e-01,2.540942e+14
39,10,7.725952e+01,-2.276485e+08,-8.787651e-05,-3.062323e-05,-5.155870e-01,2.540942e+14
40,10,7.725952e+01,-2.276496e+08,-5.575166e-09,-3.031060e-05,-5.058124e-01,2.540942e+14
0,11,7.725952e+01,1.767043e+08,2.819264e-03,-6.929696e-05,4.000959e-01,2.540942e+14
1,11,7.725952e+01,1.767379e+08,8.382150e-03,-7.008165e-05,4.060718e-01,2.540942e+14
2,11,7.725952e+01,1.768379e+08,1.367916e-02,-7.229846e-05,4.243885e-01,2.540942e+14
3,11,7.725952e+01,1.770011e+08,1.842054e-02,-7.582043e-05,4.562617e-01,2.540942e+14
4,11,7.725952e+01,1.772208e+08,2.226864e-02,-8.053558e-05,5.038626e-01,2.540942e+14
5,11,7.725952e+01,1.774864e+08,2.537948e-02,-8.635975e-05,5.704622e-01,2.540942e+14
6,11,5.703782e+05,1.777892e+08,3.072368e-02,-9.326359e-05,6.603914e-01,2.540942e+14
7,11,6.334879e+08,1.781556e+08,5.131607e-02,-1.012739e-04,7.785652e-01,2.540942e+14
8,11,-6.896270e+09,1.787911e+08,8.551884e-02,-1.102018e-04,9.292170e-01,2.540942e+14
9,11,2.419722e+10,1.800575e+08,3.133778e-02,-1.192973e-04,1.007586e+00,2.540942e+14
10,11,4.253758e+11,1.821844e+08,2.891969e-02,-1.291951e-04,8.123381e-01,2.540942e+14
11,11,7.411592e+10,1.916260e+08,-1.300053e-01,-1.399789e-04,1.064864e+00,2.540942e+14
12,11,-4.022327e+11,1.969915e+08,-9.986611e-02,-1.551480e-04,5.484868e-01,2.540942e+14
13,11,-6.602713e+11,1.892475e+08,2.270142e-01,-1.760536e-04,4.672003e-01,2.540942e+14
14,11,-1.131572e+11,1.676815e+08,7.557324e-01,-2.015358e-04,7.348171e-01,2.540942e+14
15,11,-8.008074e+11,1.517513e+08,1.018179e+00,-2.279422e-04,1.000255e+00,2.540942e+14
16,11,-6.373295e+11,1.283887e+08,9.044431e-01,-2.525938e-04,7.950379e-01,2.540942e+14
17,11,3.700872e+11,9.201790e+07,1.166496e+00,-2.756065e-04,-6.377639e-01,2.540942e+14
18,11,1.227887e+12,6.048891e+07,1.675886e+00,-2.943592e-04,-1.598382e+00,2.540942e+14
19,11,2.736879e+11,5.068378e+07,1.936232e+00,-3.057863e-04,-2.732584e-01,2.540942e+14
20,11,-8.015895e+10,4.145245e+07,1.911153e+00,-3.116587e-04,-2.592918e-03,2.540942e+14
21,11,-4.587632e+11,2.789187e+07,1.731143e+00,-3.157846e-04,-7.971781e-02,2.540942e+14
22,11,-2.246532e+11,5.877975e+06,1.143046e+00,-3.177183e-04,1.259665e+00,2.540942e+14
23,11,3.864034e+11,-1.786172e+07,7.800653e-01,-3.194738e-04,7.332805e-01,2.540942e+14
24,11,-1.276368e+12,-2.870087e+07,7.333399e-01,-3.208810e-04,2.152764e-01,2.540942e+14
25,11,-1.365930e+11,-5.943108e+07,1.168731e+00,-3.239659e-04,-1.011659e+00,2.540942e+14
26,11,1.216597e+12,-9.400625e+07,1.547847e+00,-3.235306e-04,-1.411281e+00,2.540942e+14
27,11,1.019931e+11,-1.093908e+08,1.388762e+00,-3.139056e-04,-2.172768e-01,2.540942e+14
28,11,-2.771978e+11,-1.279679e+08,1.627104e+00,-2.994730e-04,-1.634497e-01,2.540942e+14
29,11,-1.292623e+12,-1.458982e+08,1.330881e+00,-2.768544e-04,-2.943725e-01,2.540942e+14
30,11,-2.780944e+11,-1.795684e+08,4.497273e-01,-2.484808e-04,-2.173443e-01,2.540942e+14
31,11,1.099367e+12,-2.177060e+08,5.586688e-02,-2.226436e-04,-7.426353e-01,2.540942e+14
32,11,6.770176e+11,-2.352508e+08,-4.629850e-02,-2.006782e-04,-1.264188e+00,2.540942e+14
33,11,1.518757e+11,-2.388100e+08,7.347088e-02,-1.826911e-04,-1.356400e+00,2.540942e+14
34,11,2.301953e+10,-2.383704e+08,1.137188e-01,-1.665372e-04,-1.046047e+00,2.540942e+14
35,11,5.669914e+08,-2.370277e+08,9.611533e-02,-1.520048e-04,-7.954794e-01,2.540942e+14
36,11,7.725952e+01,-2.358812e+08,7.241908e-02,-1.394922e-04,-6.609690e-01,2.540942e+14
37,11,7.725952e+01,-2.350174e+08,5.007702e-02,-1.292814e-04,-5.776118e-01,2.540942e+14
38,11,7.725952e+01,-2.344200e+08,2.938342e-02,-1.216186e-04,-5.251853e-01,2.540942e+14
39,11,7.725952e+01,-2.340695e+08,9.686708e-03,-1.167792e-04,-4.958903e-01,2.540942e+14
40,11,7.725952e+01,-2.339540e+08,-5.575166e-09,-1.151029e-04,-4.864390e-01,2.540942e+14
0,12,7.725952e+01,1.812059e+08,8.795111e-03,-1.491162e-04,3.825057e-01,2.540942e+14
1,12,7.725952e+01,1.813108e+08,2.669891e-02,-1.510066e-04,3.881680e-01,2.540942e+14
2,12,7.725952e+01,1.816293e+08,4.555228e-02,-1.562944e-04,4.055352e-01,2.540942e+14
3,12,7.725952e+01,1.821726e+08,6.602144e-02,-1.646892e-04,4.357925e-01,2.540942e+14
4,12,7.725952e+01,1.829601e+08,8.886833e-02,-1.759726e-04,4.810157e-01,2.540942e+14
5,12,7.725952e+01,1.840202e+08,1.153086e-01,-1.899911e-04,5.440220e-01,2.540942e+14
6,12,8.093880e+05,1.853956e+08,1.489171e-01,-2.066812e-04,6.267830e-01,2.540942e+14
7,12,8.640871e+08,1.871720e+08,2.062332e-01,-2.261484e-04,7.212491e-01,2.540942e+14
8,12,2.275219e+10,1.896379e+08,3.657095e-01,-2.486139e-04,7.697407e-01,2.540942e+14
9,12,1.304350e+11,1.941425e+08,5.708951e-01,-2.725481e-04,8.024009e-01,2.540942e+14
10,12,-9.047715e+10,2.039599e+08,5.648407e-01,-2.950170e-04,8.183925e-01,2.540942e+14
11,12,-9.161843e+11,2.173104e+08,2.906244e-01,-3.168720e-04,1.339080e+00,2.540942e+14
12,12,-1.210652e+12,2.209385e+08,1.071173e-02,-3.421457e-04,8.283994e-01,2.540942e+14
13,12,-1.272281e+12,2.104544e+08,7.143943e-01,-3.773567e-04,-2.364822e-01,2.540942e+14
14,12,5.263764e+11,1.804968e+08,1.525539e+00,-4.179508e-04,-7.632769e-02,2.540942e+14
15,12,2.062388e+11,1.615739e+08,2.134003e+00,-4.586793e-04,3.917914e-01,2.540942e+14
16,12,-1.184942e+12,1.469495e+08,2.636498e+00,-4.935655e-04,2.925428e-01,2.540942e+14
17,12,3.127635e+11,1.112440e+08,2.298295e+00,-5.115324e-04,-2.995606e-01,2.540942e+14
18,12,1.012518e+12,8.232661e+07,1.769104e+00,-5.155171e-04,-1.069191e+00,2.540942e+14
19,12,-2.635502e+11,7.115314e+07,1.644011e+00,-5.172259e-04,-1.481656e-01,2.540942e+14
20,12,2.521997e+11,5.301770e+07,1.337502e+00,-5.205579e-04,3.039160e-01,2.540942e+14
21,12,-1.500358e+11,3.836594e+07,1.368152e+00,-5.302030e-04,-1.103677e-01,2.540942e+14
22,12,-7.628110e+11,2.047245e+07,2.508378e+00,-5.494152e-04,1.194388e-01,2.540942e+14
